No,Date/Time,Altitude [m],Size fraction,Mass v [µg/m**3],Na+ [µg/m**3],[NH4]+ [µg/m**3],K+ [µg/m**3],Mg2+ [µg/m**3],Ca2+ [µg/m**3],Cl- [µg/m**3],[NO3]- [µg/m**3],[SO4]2- [µg/m**3],[C2O4]2- [µg/m**3],Br- [µg/m**3],C org [µg/m**3],EC [µg/m**3],TC [µg/m**3],Ca [ng/m**3],Ti [ng/m**3],V [ng/m**3],Cr [ng/m**3],Mn [ng/m**3],Fe [ng/m**3],Ni [ng/m**3],Cu [ng/m**3],Zn [ng/m**3],Pb [ng/m**3],As [ng/m**3],Se [ng/m**3],Sr [ng/m**3],Rb [ng/m**3],Ba [ng/m**3],La [ng/m**3],Ce [ng/m**3],Duration,Date/time end
5729112,2011-07-10 06:21:05,42,0.05 - 0.14 µm,0.034,0.0,0.1224,0.0003,0.0,0.03232,0.0028,0.0006,0.0384,0.0002,0.0,0.049,0.051,0.078,1.52,2.3949,1.8139,0.6368,0.0062,19.0319,0.7709,0.046,0.93,0.8942,0.0212,0.0144,0.0007,0.0276,0.0024,0.0002,0.003,0.0,2011-07-10 06:21:05
6462008,2011-09-27 15:52:52,42,1.2 - 3.5 µm,7.349,1.2371,0.0136,0.1044,0.2617,0.24649,1.2284,0.2363,1.2998,0.0152,0.002,0.053,0.006,0.022,30.5,0.0102,0.1025,0.0093,4.9659,1.6613,0.4335,0.243,0.261,0.0475,0.0388,0.1645,0.661,0.0026,0.0025,0.0002,0.003,21854.0,2011-09-27 21:57:06
454432,2010-02-04 12:16:52,42,0.05 - 0.14 µm,1.411,0.049,0.0046,0.0021,0.0002,0.10158,0.0711,0.0061,0.1874,0.0009,0.0,0.266,0.096,0.259,0.94,0.083,0.0147,0.2536,0.0556,0.3179,0.0125,0.027,0.732,0.0371,0.0098,0.0001,0.09,0.0219,0.0096,0.1626,0.006,150453.0,2010-02-06 06:04:25
8615578,2010-02-16 17:28:19,42,1.2 - 3.5 µm,38.633,2.9198,0.0014,0.0324,0.5847,0.21359,4.907,0.3494,0.9608,0.003,0.0009,0.202,0.008,0.224,294.27,40.8895,1.9871,2.774,14.914,347.4191,1.0484,2.088,1.136,0.3395,0.0795,0.0031,6.031,1.0404,1.0848,4.6813,0.008,15428.0,2010-02-16 21:45:27
648163,2012-02-20 11:58:00,42,0.05 - 0.14 µm,0.166,0.0001,0.061,0.0003,0.0,0.07257,0.0028,0.0016,0.2429,0.0002,0.0002,0.082,0.014,0.125,0.07,0.0504,1.3346,0.1341,0.1391,0.0665,0.2791,0.113,0.317,0.1622,0.0017,0.0048,0.001,0.004,0.0024,0.0065,0.003,0.0,2012-02-20 11:58:00
4412859,2010-06-24 19:33:34,42,3.5 - 10 µm,10.812,6.0821,0.0029,0.0132,0.9618,0.28218,9.7552,0.1981,0.8828,0.001,0.0074,0.679,0.029,0.639,702.64,11.9228,0.0329,0.7099,0.1503,340.6191,0.043,1.542,0.924,0.7324,0.0248,0.0069,11.7057,0.657,3.0188,1.0727,0.016,39422.0,2010-06-25 06:30:36
8621012,2011-03-03 19:38:00,42,0.14 - 0.42 µm,3.144,0.5166,0.0061,0.0004,0.031,0.03006,0.468,0.2816,0.2204,0.0085,0.0029,0.109,0.021,0.044,2.14,0.0532,0.0167,0.0114,0.012,0.9639,0.0868,0.024,0.159,0.0421,0.0037,0.0742,0.1285,0.0021,0.0024,0.0094,0.003,35798.0,2011-03-04 05:34:38
3354738,2010-03-23 03:28:00,42,0.42 - 1.2 µm,3.847,0.1343,0.0327,0.0004,0.0876,0.02068,0.1681,0.0859,0.1657,0.0024,0.002,0.201,0.038,0.542,18.23,9.9256,0.8272,0.4639,5.5752,76.5656,0.2446,0.783,0.608,0.1051,0.0018,0.0033,0.4226,0.1047,2.9875,0.0481,0.018,62936.0,2010-03-23 20:56:56
3282178,2010-01-12 13:50:42,42,0.05 - 0.14 µm,0.019,0.0094,0.0,0.0003,0.0017,0.0027,0.0238,0.0016,0.0009,0.0,0.0005,0.009,0.002,0.004,0.0,0.0,0.0121,0.0005,0.0074,0.0,0.0161,0.024,0.037,0.002,0.0017,0.0186,0.0,0.001,0.0024,0.0,0.003,126384.0,2010-01-14 00:57:06
5499901,2010-10-10 21:21:20,42,0.42 - 1.2 µm,39.486,1.2299,0.0199,0.0012,0.2787,1.07689,3.41,0.2165,1.0699,0.0069,0.0019,0.164,0.015,0.48,533.19,77.3383,2.5864,2.7839,11.3528,465.3206,1.2545,1.464,3.289,0.7681,0.164,0.0303,12.8675,1.2719,150.6197,0.7493,0.454,15297.0,2010-10-11 01:36:17
8178206,2012-02-01 08:25:58,42,0.14 - 0.42 µm,5.577,0.2415,0.0007,0.0043,0.0221,0.94513,0.4663,0.0787,0.1441,0.0002,0.0001,0.495,0.016,0.48,532.0,46.6485,0.6647,2.4018,1.2029,459.3892,0.1056,0.175,1.01,0.1674,0.0016,0.0024,5.9165,1.1415,6.2538,0.593,0.038,0.0,2012-02-01 08:25:58
6559089,2011-10-04 11:15:00,42,3.5 - 10 µm,68.889,1.3416,0.0364,0.007,0.0291,0.54303,2.6797,0.5822,0.8394,0.0448,0.0028,1.359,0.158,1.66,1175.24,320.4638,1.5793,7.2902,46.333,1585.4687,0.932,0.632,1.35,1.1813,0.0015,0.0976,13.393,7.4964,74.0319,10.8769,2.739,0.0,2011-10-04 11:15:00
4745597,2010-01-27 18:30:26,42,0.05 - 0.14 µm,0.035,0.0025,0.0003,0.0003,0.0014,0.00409,0.006,0.026,0.0324,0.0,0.0,0.016,0.002,0.005,44.46,0.0517,0.489,0.0042,0.0606,9.6568,0.024,0.042,1.042,0.123,0.0072,0.0893,0.5402,0.0012,0.1858,0.0054,0.003,112556.0,2010-01-29 01:46:22
13832604,2011-04-19 14:44:30,42,3.5 - 10 µm,26.925,3.2094,0.004,0.2773,0.2166,0.12215,6.537,0.7835,0.494,0.0343,0.0076,0.151,0.041,0.464,573.52,8.4268,0.0323,0.4491,8.1773,822.9606,0.3133,0.188,0.338,0.8254,0.1123,0.4264,10.4337,3.1076,0.0024,0.3464,0.007,32309.0,2011-04-19 23:42:59
1025466,2011-08-01 18:34:46,42,0.14 - 0.42 µm,0.229,0.0167,0.0251,0.0003,0.0523,0.01024,0.0164,0.0014,0.0244,0.0005,0.0024,0.043,0.085,0.108,0.41,0.0014,0.0055,0.0177,2.4856,0.0225,0.0377,0.059,0.145,0.0263,0.0061,0.0,0.0009,0.0021,0.0024,0.0,0.006,0.0,2011-08-01 18:34:46
4144065,2011-03-24 03:17:55,42,0.14 - 0.42 µm,3.748,0.0166,0.072,0.0003,0.0006,0.16724,0.0303,0.0218,0.411,0.0049,0.0,0.073,0.165,0.12,2.82,0.2936,0.067,0.1868,0.0479,0.8709,0.2675,0.025,0.19,0.168,0.0067,0.0003,0.0804,0.0081,0.0024,0.0013,0.003,130851.0,2011-03-25 15:38:46
5015701,2010-08-02 18:57:46,42,1.2 - 3.5 µm,4.503,0.2939,0.0328,0.0032,0.0237,0.28109,0.417,0.2064,0.1782,0.0098,0.0007,0.139,0.085,0.225,658.29,54.8916,3.927,0.5108,18.8376,697.8508,0.9058,0.09,1.248,0.9511,0.0072,0.1438,4.7368,3.0548,46.8382,0.3217,0.514,88733.0,2010-08-03 19:36:39
16174157,2010-01-29 22:55:05,42,1.2 - 3.5 µm,3.529,0.1146,0.0,0.0004,0.0272,0.03069,0.3634,0.1634,0.0125,0.0008,0.0005,0.084,0.038,0.108,177.86,42.9877,0.2379,0.7032,1.8856,278.4163,0.0683,0.058,1.093,0.0874,0.1698,0.0202,0.8513,0.7051,165.0779,14.1826,2.194,222846.0,2010-02-01 12:49:11
8591651,2011-04-20 12:46:20,42,0.14 - 0.42 µm,0.324,0.0802,0.0013,0.0003,0.0048,0.18713,0.3079,0.0893,0.135,0.0005,0.0001,0.004,0.002,0.012,1.68,0.0002,0.002,0.0082,0.1725,0.0213,0.0168,0.024,0.16,0.0022,0.0636,0.0094,0.0016,0.001,0.4925,0.0,0.007,67875.0,2011-04-21 07:37:35
7172272,2010-07-19 19:44:29,42,3.5 - 10 µm,1.18,0.9437,0.0022,0.0007,0.0876,0.28254,1.9031,0.1083,0.2856,0.0023,0.0016,0.044,0.006,0.022,23.28,12.1055,0.0601,0.5137,0.1275,4.1953,0.0165,0.063,0.203,0.0107,0.0512,0.0003,0.0436,0.1343,0.0024,0.0168,0.003,0.0,2010-07-19 19:44:29
8520832,2010-01-15 10:17:07,42,0.14 - 0.42 µm,34.173,0.6846,0.006,0.0044,0.0355,0.01348,0.7317,0.0338,0.2923,0.0135,0.0,0.054,0.057,0.094,62.4,3.8377,0.7827,0.9453,0.447,90.4288,0.6514,0.156,1.732,0.5224,0.1439,0.0719,3.8979,0.9039,12.9042,4.81,0.397,140172.0,2010-01-17 01:13:19
621781,2010-10-17 16:10:23,42,0.42 - 1.2 µm,8.265,0.0837,0.0069,0.0003,0.0377,0.33953,0.1089,0.0928,0.2234,0.0044,0.0,0.285,0.012,0.105,229.21,131.8648,0.9403,2.3113,17.51,942.2956,0.7264,1.362,2.526,1.2066,0.1129,0.0006,2.4046,2.9404,3.0104,0.711,0.269,68411.0,2010-10-18 11:10:34
8581044,2012-01-22 13:39:54,42,0.05 - 0.14 µm,0.687,0.0017,0.0384,0.0003,0.0029,0.18851,0.0036,0.0055,0.3109,0.003,0.0001,0.184,0.076,0.413,16.49,0.3288,0.5598,0.3963,1.3172,16.4716,0.4061,0.024,0.194,0.2385,0.0025,0.0023,0.2214,0.0143,0.1164,0.035,0.011,33100.0,2012-01-22 22:51:34
15560003,2010-12-17 03:54:27,42,1.2 - 3.5 µm,21.082,2.8535,0.0,0.0012,0.4808,1.31907,7.852,0.67,0.6966,0.0272,0.0001,0.773,0.041,1.177,2389.06,163.9082,0.875,3.508,3.0908,2313.81,0.3556,2.013,3.586,2.1266,0.0088,0.0297,32.7932,3.3237,13.092,8.5945,1.367,43057.0,2010-12-17 15:52:04
16168016,2012-02-13 11:44:01,42,0.05 - 0.14 µm,0.502,0.0001,0.0392,0.001,0.0,0.18815,0.0028,0.0097,0.0751,0.0042,0.0002,0.143,0.006,0.103,0.96,0.2175,0.101,0.2247,0.0087,0.1786,0.0586,0.024,0.66,0.0243,0.0087,0.0013,0.006,0.0148,0.9965,0.0002,0.003,26552.0,2012-02-13 19:06:33
2533122,2012-02-20 11:58:00,42,3.5 - 10 µm,11.969,0.0743,0.001,0.0003,0.0063,0.9355,0.0543,0.3606,0.2161,0.0106,0.0006,0.111,0.033,0.359,206.11,85.8624,1.8005,1.4113,3.4121,270.693,0.6559,0.413,1.205,0.714,0.0027,0.0206,2.1899,0.2387,0.0466,0.2584,0.55,0.0,2012-02-20 11:58:00
5836598,2011-11-08 16:48:46,42,3.5 - 10 µm,5.218,0.5018,0.0028,0.0143,0.02,0.27009,0.4143,0.1204,0.3669,0.0103,0.0,0.214,0.058,0.299,610.51,50.9452,0.7675,1.1487,32.5376,1073.2529,0.1433,2.012,1.691,0.7427,0.0046,0.08,5.8923,0.4594,1.0126,0.0605,0.015,30493.0,2011-11-09 01:16:59
6667005,2012-02-20 11:58:00,42,0.42 - 1.2 µm,73.514,2.044,0.0032,0.0649,0.4755,0.79072,2.0231,0.6619,1.1257,0.0116,0.0004,0.134,0.001,0.159,761.91,103.4346,1.9972,2.7951,24.6533,1436.7281,0.6314,0.212,2.244,1.9441,0.1167,0.2192,15.6298,1.977,46.2741,2.7034,2.2,0.0,2012-02-20 11:58:00
12786241,2010-02-03 19:34:56,42,3.5 - 10 µm,4.277,2.5218,0.0039,0.0434,0.3603,0.26064,3.5648,0.0955,0.3378,0.0009,0.0018,0.118,0.032,0.163,23.11,0.1078,0.0019,0.0659,1.2858,1.8143,0.017,0.684,0.278,0.0282,0.0585,0.0569,0.3317,0.0061,0.0028,0.0004,0.005,16252.0,2010-02-04 00:05:48
713334,2011-11-06 04:09:43,42,0.05 - 0.14 µm,0.45,0.0093,0.034,0.0003,0.0045,0.18902,0.0209,0.045,0.1306,0.0073,0.0,0.105,0.005,0.122,16.05,1.0527,0.8374,0.2183,0.1203,7.4539,0.5999,0.026,0.23,0.1392,0.0015,0.0057,0.1162,0.0729,0.0025,0.037,0.005,70823.0,2011-11-06 23:50:06
10851405,2010-11-29 20:31:20,42,1.2 - 3.5 µm,1.956,0.4815,0.0187,0.0024,0.0333,0.12819,0.6857,0.1164,0.3946,0.0031,0.0009,0.093,0.11,0.255,69.65,4.8064,0.1739,1.7626,5.5079,36.4143,1.1616,1.163,0.863,0.6463,0.0115,0.0595,0.3962,0.4787,92.5695,0.0124,0.122,0.0,2010-11-29 20:31:20
552487,2011-11-14 16:13:25,42,3.5 - 10 µm,28.163,0.7072,0.0057,0.0145,0.2454,0.09376,1.5243,0.7978,0.4504,0.0195,0.0001,0.213,0.018,0.276,1011.41,63.9279,0.4171,1.1441,1.112,1552.6287,0.7491,1.99,3.605,1.728,0.2632,0.1345,21.3226,2.4947,12.2077,1.8847,1.178,39955.0,2011-11-15 03:19:20
461296,2010-04-09 21:06:08,42,0.05 - 0.14 µm,11.142,0.0221,0.135,0.0003,0.0224,0.04637,0.0158,0.0089,1.1074,0.0204,0.0019,0.358,0.183,0.337,46.35,16.5885,5.0495,1.8595,16.2603,150.3792,1.4357,0.854,1.632,1.5355,0.0139,0.0452,1.2305,0.221,11.5386,0.1504,0.055,13132.0,2010-04-10 00:45:00
11142222,2012-02-16 15:08:36,42,0.42 - 1.2 µm,14.848,0.0375,0.007,0.0003,0.0064,0.6948,0.0706,0.1184,0.2455,0.0069,0.0001,0.292,0.004,0.489,150.19,13.5312,0.5324,0.5299,1.0435,223.3805,0.0341,0.226,1.175,0.4132,0.0019,0.0016,5.6209,0.2303,0.0823,0.9088,0.012,0.0,2012-02-16 15:08:36
9586584,2010-07-25 21:22:22,42,0.05 - 0.14 µm,0.023,0.0036,0.0088,0.0003,0.0002,0.00329,0.0049,0.0015,0.0327,0.0,0.0001,0.057,0.053,0.035,0.09,0.0,0.636,0.0061,0.0062,0.0168,0.0651,0.024,0.118,0.0617,0.0019,0.0,0.0029,0.001,0.0024,0.0003,0.003,64603.0,2010-07-26 15:19:05
12633274,2011-01-06 10:39:18,42,0.42 - 1.2 µm,1.537,0.424,0.0002,0.0004,0.0424,0.09995,0.7129,0.1146,0.1015,0.0,0.0011,0.093,0.01,0.077,1.46,0.1262,0.1216,0.17,0.2663,0.2646,0.1308,1.063,0.123,0.0028,0.0028,0.0092,0.0262,0.0054,0.2766,0.0041,0.003,75756.0,2011-01-07 07:41:54
16260589,2010-05-25 14:34:42,42,0.05 - 0.14 µm,0.066,0.0084,0.0207,0.0003,0.0147,0.02444,0.0172,0.0089,0.0202,0.0012,0.0001,0.046,0.002,0.117,0.22,0.0231,0.9603,0.0089,0.0803,0.5637,0.0516,0.037,0.078,0.0053,0.0055,0.0862,0.002,0.0024,5.2714,0.0,0.133,72914.0,2010-05-26 10:49:56
14309485,2011-07-08 02:48:36,42,1.2 - 3.5 µm,147.945,1.6471,0.0054,0.0004,0.1896,2.27921,4.2637,0.7145,1.8887,0.0404,0.0001,0.977,0.023,0.919,1456.08,225.1052,1.0912,6.3486,5.97,2746.1235,0.3905,0.083,1.811,1.9438,0.0015,0.0122,25.0962,9.8589,160.3881,15.3538,2.243,0.0,2011-07-08 02:48:36
3914428,2012-02-18 01:10:00,42,1.2 - 3.5 µm,28.818,0.1926,0.0152,0.0003,0.0607,1.0299,0.5034,0.345,0.6448,0.0014,0.0,0.193,0.001,0.11,430.39,97.4617,3.3845,2.3931,36.2046,680.4563,1.3816,0.589,0.528,0.8265,0.0016,0.006,4.1899,2.364,93.7983,8.946,0.701,0.0,2012-02-18 01:10:00
15361732,2010-04-05 07:46:00,42,0.14 - 0.42 µm,11.978,0.0625,0.0123,0.0003,0.0068,0.16199,0.0843,0.0427,0.3645,0.0043,0.0,0.327,0.263,0.512,90.0,8.1613,0.0536,0.2709,10.4454,187.342,0.5944,1.115,1.156,0.3698,0.0015,0.002,0.7472,0.0465,26.1196,0.9904,0.455,107623.0,2010-04-06 13:39:43
11593631,2012-02-16 23:16:16,42,0.42 - 1.2 µm,11.021,0.4238,0.0039,0.0003,0.0933,0.50538,1.1188,0.1414,0.7759,0.0074,0.0027,0.441,0.005,0.521,1410.59,107.2399,3.237,4.0315,16.2939,2226.0032,0.9389,0.754,0.524,2.0815,0.138,0.0386,18.178,1.2688,112.2057,1.1301,0.831,0.0,2012-02-16 23:16:16
4309820,2011-10-08 18:05:51,42,0.14 - 0.42 µm,0.098,0.0,0.0075,0.0003,0.0,0.06738,0.0028,0.0012,0.0355,0.0007,0.0,0.324,0.009,0.204,6.0,0.622,1.0736,0.1207,0.2667,13.2225,0.1897,0.034,0.416,0.0259,0.0421,0.0001,0.0555,0.0085,0.0024,0.0001,0.005,24234.0,2011-10-09 00:49:45
13539083,2011-12-13 16:34:12,42,0.05 - 0.14 µm,1.292,0.005,0.0347,0.0003,0.0013,0.0527,0.0097,0.0061,0.1914,0.0005,0.0,0.051,0.004,0.116,3.15,0.0197,0.2283,0.0058,0.0062,0.1392,0.0298,0.056,0.372,0.038,0.0314,0.0014,0.0399,0.001,0.0026,0.0003,0.003,83651.0,2011-12-14 15:48:23
881503,2012-02-20 11:58:00,42,0.14 - 0.42 µm,6.213,0.0214,0.0219,0.0019,0.0234,0.03584,0.0073,0.1905,0.182,0.0399,0.0006,0.193,0.001,0.206,832.94,63.8042,1.591,3.7053,18.2776,758.6337,1.508,0.53,1.287,0.9063,0.3267,0.0907,9.7092,0.9912,1.471,3.4188,0.086,0.0,2012-02-20 11:58:00
11089515,2010-03-01 18:32:12,42,0.42 - 1.2 µm,34.175,0.5087,0.0014,0.0003,0.0117,0.14775,0.4767,0.2076,0.2307,0.0026,0.0001,0.358,0.295,0.436,810.8,161.4609,1.7306,3.8405,17.5991,1820.7801,0.3313,0.165,3.426,2.0213,0.1332,0.0013,16.3166,6.5718,3.2689,16.5277,0.472,96204.0,2010-03-02 21:15:36
6918712,2011-08-21 03:24:39,42,0.42 - 1.2 µm,32.809,2.0218,0.0201,0.0153,0.4005,0.70466,3.4192,0.4294,1.3626,0.031,0.0051,0.532,0.064,0.449,877.16,47.8405,1.8141,3.5399,5.7693,1050.5909,0.3593,2.068,2.899,2.0981,0.0095,0.0474,21.1536,3.7994,1.6953,0.6717,0.624,84673.0,2011-08-22 02:55:52
16043565,2012-02-06 04:16:13,42,0.42 - 1.2 µm,22.905,0.6301,0.0251,0.0238,0.1043,0.68235,0.6148,0.0957,1.0087,0.0221,0.0011,0.212,0.033,0.366,432.09,39.8086,0.6909,0.5055,3.1517,421.2762,3.9065,0.762,1.418,0.9133,0.2569,0.0491,5.459,0.5581,6.9821,0.6977,0.857,0.0,2012-02-06 04:16:13
14817258,2011-02-02 12:19:18,42,3.5 - 10 µm,10.592,0.9575,0.0016,0.0005,0.1252,0.29098,1.44,0.025,0.6796,0.0013,0.0021,0.111,0.178,0.155,18.53,0.0783,0.1679,0.0135,1.6758,1.3322,0.0207,0.026,0.45,0.1555,0.1177,0.0026,0.877,0.0147,1.0605,0.005,0.004,110897.0,2011-02-03 19:07:35
9498468,2010-03-18 03:25:34,42,0.14 - 0.42 µm,0.074,0.021,0.0023,0.0003,0.0072,0.02857,0.0364,0.0529,0.0363,0.0002,0.0001,0.115,0.005,0.197,1.92,0.0058,0.0325,0.0002,1.1935,0.1806,0.1836,0.025,0.145,0.0025,0.1912,0.0646,0.0023,0.0011,1.0972,0.001,0.014,107506.0,2010-03-19 09:17:20
2469926,2011-05-24 05:52:09,42,0.05 - 0.14 µm,1.808,0.0004,0.0304,0.0005,0.0,0.17095,0.0033,0.0121,0.1054,0.0021,0.0,0.112,0.04,0.066,124.33,9.8293,0.1344,0.7128,1.952,267.4036,0.9109,0.507,2.44,2.2904,0.006,0.0393,2.606,0.3863,0.0091,0.8405,0.023,0.0,2011-05-24 05:52:09
9793557,2010-06-05 06:18:38,42,0.05 - 0.14 µm,0.114,0.0,0.0259,0.0003,0.0,0.01706,0.0029,0.0008,0.0297,0.0,0.0003,0.114,0.013,0.043,3.93,0.5549,0.3445,0.1133,0.4731,8.3966,0.1065,0.026,0.21,0.0652,0.0015,0.0,0.0818,0.0049,0.0024,0.0168,0.014,57374.0,2010-06-05 22:14:52
13425119,2011-07-30 12:16:26,42,3.5 - 10 µm,81.889,2.0543,0.0458,0.0871,0.2806,0.47113,3.3917,0.3198,2.7477,0.0297,0.0046,0.154,0.013,0.17,374.38,19.1055,0.3678,0.536,17.7237,510.316,0.5803,0.332,0.972,0.7756,0.0317,0.0103,10.4486,0.6375,17.4218,4.1401,0.011,24453.0,2011-07-30 19:03:59
5699673,2012-02-19 04:45:07,42,0.05 - 0.14 µm,0.883,0.0294,0.0081,0.0003,0.0285,0.078,0.0163,0.0221,0.3077,0.0012,0.0,0.005,0.001,0.019,2.1,1.6803,0.022,0.2137,1.1235,2.9799,0.0682,0.026,0.169,0.0174,0.1569,0.0019,0.1396,0.0034,0.0024,0.6994,0.003,0.0,2012-02-19 04:45:07
977571,2012-02-20 11:58:00,42,3.5 - 10 µm,17.784,0.6502,0.0094,0.0003,0.0411,0.97387,0.6813,0.1445,1.105,0.0146,0.0058,0.249,0.022,0.38,50.24,5.1452,0.2744,0.3954,4.2752,10.7226,0.1404,0.097,0.671,0.0551,0.0083,0.0366,0.8599,0.313,0.0112,0.0067,0.014,0.0,2012-02-20 11:58:00
895414,2012-01-31 06:47:04,42,0.42 - 1.2 µm,22.732,0.661,0.0636,0.0011,0.2846,0.08799,0.5572,0.0614,0.9784,0.0191,0.0003,0.088,0.01,0.105,34.35,3.3495,0.6016,1.7926,0.0143,108.0602,1.7766,0.245,0.46,1.292,0.0485,0.0081,4.1773,0.2018,0.0612,0.4451,0.004,0.0,2012-01-31 06:47:04
12309764,2012-02-20 11:58:00,42,1.2 - 3.5 µm,19.361,0.0622,0.0127,0.0003,0.0013,0.5,0.1203,0.5406,0.4007,0.0131,0.0,0.889,0.012,0.681,616.18,52.6532,2.0071,3.1235,3.6671,462.4093,1.8537,1.226,2.554,1.8711,0.0021,0.1993,8.7134,1.1743,126.7376,1.8841,1.292,0.0,2012-02-20 11:58:00
1988029,2010-08-13 20:22:15,42,1.2 - 3.5 µm,9.536,0.6536,0.0628,0.1262,0.0508,0.37035,0.9162,0.2709,1.0684,0.0168,0.003,0.358,0.138,0.252,562.37,60.3125,0.8917,0.3797,4.889,494.5136,0.1539,0.294,1.783,0.1513,0.0186,0.0192,4.0797,0.2491,4.0358,0.1817,0.008,94091.0,2010-08-14 22:30:26
6016926,2010-02-07 00:39:52,42,3.5 - 10 µm,73.055,2.5447,0.0368,0.0045,0.4008,0.05444,3.2192,0.1343,1.8371,0.0178,0.0076,1.15,0.059,0.784,678.98,33.2168,2.6694,1.0511,17.0902,688.0355,3.6071,1.037,0.568,2.2377,0.0015,0.0014,16.8071,0.474,12.4064,18.2478,0.831,23510.0,2010-02-07 07:11:42
10699572,2012-02-20 11:58:00,42,0.05 - 0.14 µm,3.601,0.0,0.0377,0.0003,0.0,0.61116,0.0028,0.0084,0.0944,0.0183,0.0004,0.373,0.171,0.571,253.92,20.7226,1.426,1.9167,14.3709,210.0796,1.0861,0.668,1.309,1.0577,0.0023,0.0246,0.7651,0.288,24.1454,0.2409,0.267,0.0,2012-02-20 11:58:00
14727735,2011-06-26 03:03:29,42,1.2 - 3.5 µm,65.211,2.5039,0.0036,0.0248,0.5723,0.59641,6.1924,0.6474,0.8836,0.0234,0.0027,0.281,0.066,0.431,1452.38,248.641,1.1055,4.3407,16.1689,2041.7025,0.8156,3.605,2.361,0.5279,0.0576,0.0881,22.5343,5.0572,31.5955,7.229,1.521,41810.0,2011-06-26 14:40:19
11453242,2012-02-20 11:58:00,42,1.2 - 3.5 µm,20.49,0.4161,0.0143,0.0344,0.0477,0.39622,0.4287,0.1566,1.2408,0.0297,0.0008,0.361,0.114,0.613,657.26,120.4754,2.2318,3.078,54.5158,991.769,2.6861,2.699,1.9,2.3674,0.0434,0.0057,12.8393,2.219,3.3939,2.5565,0.624,0.0,2012-02-20 11:58:00
14687339,2011-07-15 09:22:11,42,0.05 - 0.14 µm,1.411,0.0049,0.0039,0.0003,0.0023,0.58836,0.0184,0.0185,0.1515,0.0007,0.0,0.068,0.151,0.058,362.31,45.872,2.8148,0.6725,3.6041,615.7281,0.3906,0.028,1.665,1.7047,0.0033,0.0055,3.8023,0.3269,5.5117,1.7135,0.464,28187.0,2011-07-15 17:11:58
9185767,2010-01-21 00:26:36,42,0.05 - 0.14 µm,0.019,0.0022,0.0005,0.0003,0.0006,0.00277,0.0032,0.0011,0.0015,0.0002,0.0,0.006,0.001,0.001,0.01,0.0042,1.5759,0.0277,0.0075,0.0032,0.3446,0.027,0.038,0.0022,0.1078,0.0001,0.0,0.0012,2.5047,0.0,0.003,130866.0,2010-01-22 12:47:42
10970759,2010-01-11 23:43:45,42,0.42 - 1.2 µm,0.16,0.0447,0.0066,0.0003,0.0327,0.03082,0.1036,0.0407,0.0404,0.0009,0.0014,0.045,0.006,0.051,11.52,0.1203,0.0029,0.0204,0.1023,1.4331,0.0297,0.07,0.31,0.0449,0.2176,0.0157,0.0603,0.0019,0.0026,0.0015,0.037,113295.0,2010-01-13 07:12:00
14017091,2010-01-18 16:37:06,42,0.42 - 1.2 µm,0.277,1.1475,0.0001,0.0015,0.091,0.03588,2.424,0.0787,0.1539,0.0,0.0002,0.021,0.002,0.014,0.0,0.0001,0.0018,0.0041,0.1268,0.0001,0.1547,0.176,0.033,0.002,0.0022,0.0747,0.0002,0.001,0.0024,0.0,0.003,82733.0,2010-01-19 15:35:59
589322,2010-05-09 00:17:22,42,3.5 - 10 µm,48.761,0.8704,0.007,0.0212,0.2352,0.75055,1.2607,0.8149,1.9294,0.0182,0.0008,0.803,0.067,0.921,1045.31,211.9518,0.96,0.9467,54.8546,2206.2657,1.0094,1.047,2.668,1.1385,0.0023,0.0611,15.749,2.245,305.9606,8.156,3.165,89521.0,2010-05-10 01:09:23
11947633,2010-01-14 03:25:05,42,0.14 - 0.42 µm,3.407,0.0187,0.0154,0.0003,0.0015,0.05528,0.0658,0.1029,0.2275,0.0002,0.0001,0.216,0.002,0.528,28.38,22.1861,0.3433,0.337,3.875,38.6883,0.2863,0.208,1.065,0.1153,0.0041,0.009,0.24,0.2785,0.2948,0.0068,0.004,143241.0,2010-01-15 19:12:26
12705012,2010-09-16 22:44:05,42,1.2 - 3.5 µm,10.657,1.4032,0.0065,0.0004,0.3412,0.71411,2.4729,0.2204,0.7471,0.0106,0.0018,0.217,0.021,0.224,66.31,0.9814,0.6074,0.1619,0.4576,11.0183,0.0921,0.032,0.422,0.1375,0.0856,0.0862,0.4582,0.0179,1.4066,0.0045,0.003,114155.0,2010-09-18 06:26:40
8580901,2012-01-10 22:40:46,42,0.05 - 0.14 µm,0.322,0.0001,0.0201,0.0003,0.0001,0.07345,0.0031,0.0028,0.04,0.0,0.0,0.221,0.017,0.243,3.15,1.9589,0.1055,0.1363,1.0756,7.0975,0.4239,0.374,0.149,0.0451,0.0016,0.0,0.0816,0.0187,0.0024,0.0003,0.003,0.0,2012-01-10 22:40:46
16070063,2012-02-19 16:05:55,42,3.5 - 10 µm,36.434,2.3945,0.0278,0.1429,0.1493,0.53791,3.716,0.4158,1.78,0.0067,0.002,0.38,0.097,0.563,599.12,95.611,0.0859,1.58,1.0304,305.4496,0.2201,0.384,1.506,1.5487,0.0095,0.0318,3.7985,2.1519,0.0027,0.0736,0.004,0.0,2012-02-19 16:05:55
