,Unnamed: 0.1,Unnamed: 0,No,Date/Time,Date/time end,Altitude [m],Size fraction,Mass v [µg/m**3],Na+ [µg/m**3],[NH4]+ [µg/m**3],K+ [µg/m**3],Mg2+ [µg/m**3],Ca2+ [µg/m**3],Cl- [µg/m**3],[NO3]- [µg/m**3],[SO4]2- [µg/m**3],[C2O4]2- [µg/m**3],Br- [µg/m**3],C org [µg/m**3],EC [µg/m**3],TC [µg/m**3],Ca [ng/m**3],Ti [ng/m**3],V [ng/m**3],Cr [ng/m**3],Mn [ng/m**3],Fe [ng/m**3],Ni [ng/m**3],Cu [ng/m**3],Zn [ng/m**3],Pb [ng/m**3],As [ng/m**3],Se [ng/m**3],Sr [ng/m**3],Rb [ng/m**3],Ba [ng/m**3],La [ng/m**3],Ce [ng/m**3]
226,2633027,55,1223,2010-03-06 14:02:29,2010-03-06 15:02:29,42,3.5 - 10 µm,0.406,0.374,0.0826,0.0012,1.5667,0.0027,0.0042,0.003,0.6797,0.0004,0.0001,3.55,0.006,0.303,748.91,20.4182,5.581,0.9699,0.006,132.8398,0.2316,0.056,0.533,0.3139,0.0291,0.0038,0.0087,0.0788,332.922,0.0067,0.003
227,11778257,20,1236,2011-12-31 14:51:48,2011-12-31 15:51:48,42,0.05 - 0.14 µm,0.781,0.0001,0.0056,0.2026,0.4039,0.02595,19.9971,0.9344,0.6784,0.0035,0.0001,0.051,0.005,1.283,50.72,1.123,0.2093,11.0273,0.0629,0.314,0.01,0.089,0.873,0.0141,0.0132,0.0004,0.0394,3.8621,10.8491,0.0009,0.003
228,15224210,1,1546,2012-01-26 12:53:55,2012-01-26 13:53:55,42,0.42 - 1.2 µm,0.341,1.5768,0.0053,0.0003,0.0166,0.00627,0.0114,0.003,0.1571,0.0062,0.0002,0.643,0.014,0.397,28.58,0.22,0.5141,0.0109,0.0115,4.9587,0.0188,0.096,0.372,0.0027,0.0028,0.0619,2.9993,0.0022,0.0024,0.0035,0.003
229,6323805,183,1224,2010-01-12 15:02:43,2010-01-12 17:16:00,42,3.5 - 10 µm,45.666,0.0004,0.0007,0.0107,1.6546,0.00397,0.3481,0.1141,0.0491,0.003,0.0007,0.604,0.004,0.052,2927.69,0.0483,0.0866,1.9667,2.6032,0.712,0.4312,0.042,1.106,0.0666,0.0021,0.0266,0.0185,0.0034,0.9151,0.0008,0.003
230,6677159,14,1239,2012-01-31 10:02:47,2012-01-31 11:02:47,42,3.5 - 10 µm,1.253,1.6525,0.0444,0.0006,0.0011,0.01315,0.0059,0.0009,0.7745,0.0064,0.0053,0.211,0.015,0.007,1.12,50.9418,13.663,4.4729,0.006,2.0387,0.01,0.08,2.824,0.0662,0.0588,0.0019,0.0022,0.0072,0.3629,0.0007,0.018
231,7859809,100,1554,2011-01-29 04:49:07,2012-01-19 20:02:56,42,0.14 - 0.42 µm,475.947,0.0004,0.0007,0.0029,0.112,0.00329,0.0049,0.1712,0.0086,0.0006,0.0001,0.802,0.093,0.088,0.24,3.2241,1.8599,0.7442,84.5083,0.8589,0.047,0.026,1.105,0.0323,0.004,0.0182,0.002,0.0069,0.0024,0.0004,5.069
232,15509693,104,939,2011-10-31 20:12:40,2011-10-31 21:12:40,42,0.05 - 0.14 µm,132.917,0.0,0.0604,0.0003,0.0754,0.07191,0.2287,0.2168,4.1104,0.0318,0.0001,0.281,0.002,0.464,3.32,2.5169,3.2006,2.0664,4.9839,26.5928,0.1877,0.029,0.494,0.0061,0.0032,0.0006,0.5865,0.0017,332.922,0.0033,0.008
233,11780141,28,1119,2010-02-28 21:21:01,2011-09-20 05:36:33,42,0.14 - 0.42 µm,0.079,0.0737,0.0003,0.0003,0.3148,0.00443,1.8185,0.0137,5.3234,0.0004,0.0305,0.179,0.001,0.045,1614.99,1.2175,0.9117,0.0696,0.0091,0.8047,0.0271,0.655,0.258,0.003,0.002,0.0052,0.0014,0.0016,0.0278,0.0019,0.003
234,1945106,215,1446,2010-01-15 20:56:57,2011-10-23 16:02:31,42,0.05 - 0.14 µm,0.491,0.0012,0.0037,0.0198,0.0355,0.01172,0.2854,0.7043,0.7147,0.0,0.0002,0.433,0.005,0.208,280.38,0.0105,1.9224,1.8502,1.3474,123.7013,0.1601,0.06,1.319,0.0075,0.0015,0.0012,0.1447,0.0021,0.0024,1.2314,0.003
235,3049607,1,1520,2010-01-12 00:48:50,2010-01-12 17:16:00,42,0.05 - 0.14 µm,0.29,0.0113,0.2874,0.0047,0.0989,0.00882,6.036,1.1482,0.0336,0.0008,0.0001,0.896,0.064,0.02,2868.16,0.1356,7.1711,3.582,282.025,249.3834,0.0304,0.025,1.68,0.0077,0.1032,0.0005,0.8791,0.0096,0.0024,0.0005,0.003
236,11860436,92,1214,2010-01-14 17:22:18,2010-01-29 17:05:21,42,0.14 - 0.42 µm,1.98,0.044,0.1374,0.0118,0.0188,0.00459,0.004,0.1189,1.2973,0.0,0.0036,0.289,0.007,0.114,1.33,133.811,0.2962,1.7766,10.4704,4.816,0.0155,0.028,0.427,0.5167,0.0319,0.0154,0.0023,0.009,332.922,0.0453,0.003
237,3269951,17,1291,2012-02-06 14:23:55,2012-02-06 15:23:55,42,1.2 - 3.5 µm,9.823,7.0531,0.0037,0.0064,0.1415,0.0027,0.0404,1.1938,4.1194,0.0007,0.0002,1.462,0.249,0.307,577.19,1.6864,0.4258,0.887,0.5286,99.664,0.9438,0.074,0.407,0.6633,0.031,0.0511,0.0249,0.7026,2.2998,0.0022,0.01
238,11601511,18,1554,2010-01-13 22:39:26,2011-02-21 14:58:27,42,0.14 - 0.42 µm,76.367,1.3759,0.0244,0.0391,0.3452,0.08542,0.142,1.1305,0.1417,0.0,0.0049,0.688,0.027,0.968,2201.61,0.7835,0.0746,0.8946,7.0874,3.1351,0.0116,0.033,0.295,0.0799,0.075,0.0128,0.001,0.0022,0.0024,0.0005,0.049
239,1282201,404,1154,2012-01-20 22:50:10,2012-01-20 23:50:10,42,0.42 - 1.2 µm,1.364,0.0164,0.0006,0.389,0.0016,0.0027,0.0042,0.0095,2.7903,0.0544,0.0002,0.2,0.084,0.799,1.53,0.9303,0.4136,0.7601,0.006,0.366,0.5473,0.435,0.715,0.1004,0.007,0.2654,27.5177,0.0152,9.2801,2.3333,15.506
240,7774340,342,1545,2010-01-11 16:30:00,2010-02-15 17:46:25,42,0.42 - 1.2 µm,0.697,0.1304,0.0061,0.0069,0.5955,0.03995,4.9412,0.9253,0.0367,0.0003,0.001,1.217,0.003,0.261,2.2,0.1129,0.0525,1.7068,11.5412,5.6752,0.0646,0.052,0.541,0.0054,0.0016,0.0282,0.0,0.7199,0.022,1.3702,0.003
241,10986973,26,1459,2011-12-07 19:54:20,2012-01-19 05:31:07,42,1.2 - 3.5 µm,18.391,0.0,0.0292,0.0016,0.0391,0.0027,0.0043,0.0041,3.252,0.0032,0.0002,0.05,0.888,0.116,8748.75,0.0667,0.0777,10.6592,0.0118,12.1178,0.01,0.026,2.117,0.038,0.1213,0.001,0.2638,0.3274,0.1313,0.0016,0.008
242,5177628,376,1249,2010-01-23 11:48:14,2010-01-23 12:48:14,42,1.2 - 3.5 µm,36.393,0.0,0.0242,0.0003,0.0032,0.00568,4.1233,0.0016,0.6651,0.0318,0.0002,0.443,0.01,0.073,9.5,0.426,0.3,0.317,0.0273,3.0847,0.1012,0.104,1.379,0.0147,0.0021,0.0056,0.0043,0.0066,2.8786,0.0005,0.003
243,8365950,0,1515,2011-04-10 17:22:32,2011-04-10 18:22:32,42,1.2 - 3.5 µm,7.521,0.0306,0.0257,0.1297,0.0879,0.0027,1.1828,1.4911,0.3503,0.0003,0.0002,0.545,0.003,0.444,64.44,14.8652,0.5354,1.1127,0.006,3.4846,0.9781,0.173,0.773,0.0076,0.0343,0.0215,0.5466,0.0033,0.9006,16.9786,0.003
244,901840,48,1401,2011-12-30 18:57:26,2011-12-30 19:57:26,42,0.14 - 0.42 µm,0.087,0.0377,0.0654,0.0963,0.0547,0.00727,0.0091,0.0014,0.3551,0.0044,0.0001,1.688,0.001,0.707,11.82,1.1087,0.2863,1.5942,0.006,8.8447,2.1668,0.032,0.321,0.0035,0.0107,0.0,0.4755,47.495,43.1884,0.0015,6.333
245,10601140,209,986,2010-01-15 04:14:18,2010-01-17 05:05:46,42,0.42 - 1.2 µm,4.125,0.0,0.002,0.0006,0.3766,0.0027,1.0827,0.0079,0.6317,0.0001,0.0001,0.716,0.001,0.09,3.02,1.0,0.4027,0.9399,2.2338,878.039,0.0301,0.487,1.11,0.171,0.0049,0.0096,1.831,0.0024,332.922,0.0012,0.003
246,75078,106,1140,2011-12-18 15:55:28,2011-12-18 16:55:28,42,3.5 - 10 µm,18.495,0.0,0.0391,0.1524,0.0057,0.0027,9.7616,0.1346,1.7634,0.0059,0.0002,0.326,0.005,0.265,8.83,0.1268,0.1858,0.2668,0.2256,2.1434,0.7717,0.025,0.193,0.0061,0.0021,0.0841,2.5647,0.8098,0.1986,0.0004,0.055
247,4128701,88,1015,2010-01-30 11:36:49,2010-01-30 12:36:49,42,3.5 - 10 µm,433.09,0.0362,0.0006,0.0004,0.0047,0.02701,0.2572,0.0043,1.0693,0.0005,0.0005,0.244,0.006,0.015,684.8,339.3368,0.0964,0.8746,21.7359,0.8104,0.0167,0.024,0.926,0.1693,0.012,0.0011,0.19,0.0014,83.5744,0.0026,1.555
248,15192464,202,1338,2010-01-13 13:21:21,2010-01-13 14:21:21,42,0.05 - 0.14 µm,1.861,3.3998,0.0026,0.0003,0.0001,0.02062,3.2627,0.0011,1.0821,0.0015,0.01,0.512,0.002,0.776,25.37,0.0177,0.0078,4.4205,4.6212,4695.914,2.245,0.276,3.033,0.2449,0.0015,0.0027,0.0041,0.5151,0.0024,0.0019,0.003
249,3915152,79,1155,2011-01-10 09:33:54,2011-12-13 15:06:12,42,0.42 - 1.2 µm,33.752,0.0005,0.0062,0.0003,0.0231,0.0027,0.0039,0.0086,4.8931,0.0232,0.0022,1.865,0.005,0.202,600.95,12.954,3.0143,1.6456,0.1473,120.2495,0.0709,0.263,0.431,0.0111,0.0015,0.3164,12.3082,0.0184,65.399,0.0134,0.003
250,4997817,417,1336,2010-01-12 03:46:58,2010-09-27 19:26:33,42,1.2 - 3.5 µm,0.597,0.0024,0.0009,0.0046,0.4592,0.01071,0.0107,0.0871,0.5163,0.0111,0.0001,0.586,0.001,0.001,31.29,40.7525,0.0675,10.5936,33.2234,200.0227,0.0212,0.159,1.12,0.044,0.0794,0.0626,0.0085,0.006,0.0024,0.0018,0.042
251,8095080,83,1523,2010-01-16 03:20:32,2010-01-16 04:20:32,42,0.05 - 0.14 µm,77.569,0.0633,0.0014,0.0011,0.3506,0.01705,0.2391,0.416,0.6354,0.0031,0.0007,0.296,0.006,0.088,60.1,0.0947,0.2824,7.9173,0.006,0.2845,0.3938,0.166,0.77,0.0037,0.0017,0.0277,0.0398,0.009,0.0051,0.0024,0.103
252,3448868,1,1371,2011-12-15 18:29:22,2011-12-15 19:29:22,42,0.42 - 1.2 µm,4.095,0.2692,0.1094,0.1201,0.6371,0.0122,12.1193,0.0827,0.6975,0.0003,0.0001,1.741,0.115,0.012,5.95,0.228,0.332,1.005,0.7214,219.76,3.5841,0.035,1.821,0.0066,0.0025,0.0093,0.137,0.0118,2.9631,0.0007,0.003
253,13685168,3,924,2010-01-17 05:02:56,2011-01-06 14:03:34,42,3.5 - 10 µm,1.138,0.0,0.0276,0.0129,0.1044,0.00869,1.8563,0.0291,4.565,0.001,0.0002,0.298,0.603,0.102,15.29,0.2125,0.6668,1.0554,97.4105,2.5864,15.176,0.039,0.994,0.1719,0.0015,0.0061,0.004,0.0063,0.1297,0.0006,0.076
254,14978765,38,1192,2010-01-26 19:11:03,2011-10-27 20:37:34,42,0.14 - 0.42 µm,332.221,0.0894,0.0016,0.0714,0.1074,0.00369,0.1219,0.0094,4.5103,0.005,0.0003,1.972,0.001,0.173,1831.23,1.024,0.1193,0.1165,0.7955,0.1917,0.2424,0.13,0.318,0.0094,0.0356,0.2371,0.2547,0.0011,332.922,0.0158,0.016
255,256693,47,969,2010-01-14 08:50:14,2010-01-14 23:40:14,42,0.42 - 1.2 µm,1.798,0.0,0.001,0.0074,0.7382,0.01076,0.7262,0.0123,0.425,0.0483,0.0007,0.01,0.005,1.334,39.9,30.006,0.0023,0.6073,0.1267,3.441,0.2812,0.213,1.003,0.1416,0.0036,0.0182,0.0332,0.0025,9.1848,0.0005,0.03
256,13167546,131,1330,2010-02-07 20:27:21,2010-11-03 06:23:34,42,3.5 - 10 µm,3.017,0.582,0.1811,0.0004,0.0057,0.14465,19.2429,0.5621,0.4519,0.0006,0.001,0.23,0.072,0.008,2914.13,5.5093,2.6296,0.0672,1.4341,1313.9134,0.0342,2.669,0.837,0.0485,0.0016,0.0007,0.0036,0.248,121.428,0.0089,0.003
257,3495356,24,1251,2010-01-13 11:05:20,2010-10-24 21:29:52,42,0.14 - 0.42 µm,0.729,0.0,0.0038,0.013,0.001,0.00702,0.0256,0.0454,0.256,0.0071,0.0001,0.423,0.003,0.078,71.04,1.0953,0.3686,1.1326,30.1107,149.2736,4.4344,0.231,0.082,0.0056,0.0016,0.0012,0.3766,0.1793,0.1183,0.0018,0.076
258,366770,54,1213,2012-02-08 12:27:18,2012-02-08 13:27:18,42,0.42 - 1.2 µm,0.117,0.0101,0.1332,0.0004,0.0397,0.36861,0.0046,0.9725,0.5854,0.0029,0.0006,0.23,0.003,0.204,850.03,0.2356,0.066,0.0788,97.3379,84.0562,0.0243,0.024,1.621,0.0086,0.0089,0.0041,2.1815,0.0435,11.3021,0.0005,0.003
259,3519199,0,1224,2010-10-10 02:19:35,2010-10-10 03:19:35,42,3.5 - 10 µm,0.11,0.0,0.0049,0.0585,0.002,0.0366,0.0072,0.5635,0.5023,0.0043,0.0001,0.254,0.126,0.117,102.69,0.6175,2.3897,0.3911,0.8894,48.8994,0.0442,0.026,0.611,0.0229,0.0023,0.1009,0.4909,0.0029,39.9233,0.0385,0.004
260,1729610,0,1170,2011-01-29 19:36:21,2011-01-29 20:36:21,42,0.05 - 0.14 µm,282.358,0.021,0.0611,0.0921,0.4805,0.0027,1.5515,0.0024,0.5023,0.0727,0.0001,1.095,0.006,0.94,18.31,182.355,0.0796,2.6171,0.4745,19348.59,0.4602,0.19,0.338,0.003,0.1202,0.0009,0.6288,0.0585,326.2172,0.0005,0.003
261,10185488,17,1495,2010-01-20 12:47:10,2010-01-20 13:47:10,42,0.42 - 1.2 µm,1.993,0.1153,0.011,0.0275,0.6241,0.04529,0.0721,0.0801,1.2429,0.0053,0.0022,0.176,0.01,1.288,3138.81,45.0174,2.8916,6.3641,1.1988,1870.2968,0.0183,0.031,1.296,0.0039,0.0015,0.0004,6.011,0.0046,0.0024,6.953,0.005
262,14235851,2,1232,2010-01-24 15:34:39,2010-01-24 16:34:39,42,1.2 - 3.5 µm,37.061,0.0081,0.0005,0.0004,0.0005,0.0027,2.2187,0.0025,0.5708,0.004,0.0176,0.165,0.001,0.108,0.22,0.0121,1.8103,0.2512,4.5125,6.3724,0.1191,0.025,0.805,0.0125,0.0016,0.0011,0.1972,1.9294,93.6245,0.0005,0.196
263,3354210,226,1277,2011-11-26 19:01:27,2011-11-26 20:01:27,42,0.05 - 0.14 µm,27.076,0.0013,0.0008,0.0005,0.096,1.02164,0.0098,0.7799,0.9063,0.0085,0.0001,0.736,0.001,2.358,110.59,0.4521,0.5347,0.3835,67.6834,894.0097,0.1737,0.178,0.326,0.128,0.0017,0.0022,0.4656,0.0012,0.0769,0.0016,0.299
264,10523202,14,1119,2010-11-28 06:08:33,2010-11-28 07:08:33,42,0.14 - 0.42 µm,0.218,0.0002,0.2262,0.0061,0.0217,0.08828,0.0044,0.1571,0.1123,0.0177,0.0157,1.298,0.003,2.021,2.45,0.0311,0.1562,5.023,0.5784,36.3141,0.2338,0.083,1.08,0.0266,0.0023,0.1058,29.4697,1.6066,304.1435,0.0073,0.019
265,12348000,271,1496,2010-01-26 19:08:35,2010-02-03 21:07:50,42,0.14 - 0.42 µm,0.121,0.0018,0.0014,0.1664,0.0065,0.00299,0.0034,0.5756,0.1427,0.0004,0.0001,0.4,0.088,0.001,255.65,0.0411,0.1013,2.3188,0.0167,8.9225,0.01,0.269,0.207,0.0073,0.0912,0.2732,0.0044,0.3517,0.8362,0.0005,0.28
266,7702441,14,839,2010-01-18 01:59:40,2012-01-10 07:12:39,42,3.5 - 10 µm,0.486,0.5853,0.0002,0.0041,0.7502,0.05064,0.2572,0.0324,0.0791,0.0004,0.0001,0.046,0.015,0.221,107.14,0.0138,0.0018,0.1942,0.0924,6.0916,0.0884,0.059,2.131,0.0519,0.1044,0.2449,0.0324,0.0043,0.0024,0.0021,0.003
267,1441026,134,1110,2011-10-16 04:47:56,2011-10-16 05:47:56,42,3.5 - 10 µm,103.307,0.0,0.043,0.0245,0.0124,0.07824,0.1155,0.0589,2.7986,0.0004,0.0001,2.809,0.321,0.073,6379.6,0.0982,4.2929,0.0939,14.9351,4.2252,0.2812,0.032,1.44,0.1234,0.0017,0.0102,0.0084,0.0212,1.5976,0.0007,0.003
268,2842641,16,1435,2010-01-25 20:59:27,2010-01-25 21:59:27,42,0.42 - 1.2 µm,12.899,0.0535,0.0294,0.0289,0.0951,0.21307,0.1729,0.0342,1.1091,0.0033,0.0001,0.655,0.043,1.017,31.16,0.09,2.8481,5.0117,20.9108,196.5186,0.3344,0.259,2.926,0.3205,0.0208,0.0008,0.264,0.937,0.0208,0.0014,1.378
269,13521035,0,1508,2012-02-16 15:19:45,2012-02-16 16:19:45,42,0.42 - 1.2 µm,134.674,0.0398,0.0749,0.0375,0.0092,0.0027,0.1711,0.02,0.4458,0.0001,0.0001,0.367,0.012,0.115,11.35,19.3212,0.0509,0.2446,0.006,2173.6626,0.1459,0.036,0.319,0.0199,0.0015,0.0002,0.0214,0.005,0.0024,0.0018,0.018
270,797653,19,1249,2011-02-08 19:16:43,2011-10-02 12:26:17,42,0.42 - 1.2 µm,1.232,0.0001,0.0072,0.0052,0.1158,0.01054,0.0033,0.4706,1.419,0.0661,0.0006,0.452,0.004,0.026,9.78,194.5875,0.2692,1.4076,0.0061,27.6038,0.074,0.283,1.4,0.0027,0.0024,0.0137,2.8997,0.1643,0.0039,1.6811,0.004
271,14895113,6,1048,2011-12-24 20:32:53,2011-12-24 21:32:53,42,0.42 - 1.2 µm,3.517,0.3011,0.036,0.0388,0.0245,0.01164,0.0082,0.428,1.1091,0.0038,0.0036,0.291,0.005,0.199,676.16,6.2956,0.0567,5.6245,46.1682,106.79,0.2484,0.113,1.723,0.0241,0.026,0.0004,0.0054,1.1853,0.0024,0.0006,0.004
272,16657264,33,1080,2010-01-22 05:38:14,2010-09-29 17:22:39,42,3.5 - 10 µm,54.775,2.5159,0.0595,0.0277,0.9194,0.28338,0.0066,0.0501,0.1627,0.0219,0.0001,0.796,0.472,0.205,14.13,0.7534,0.4106,1.379,43.4221,21.8734,0.106,0.032,0.887,0.0983,0.0026,0.5061,0.3069,0.013,3.6905,0.2319,0.003
273,2778447,607,1029,2011-12-29 07:14:59,2011-12-29 08:14:59,42,0.42 - 1.2 µm,109.733,0.0003,0.013,0.0003,0.0111,0.08875,2.1057,0.4475,0.3458,0.0,0.0002,0.288,0.001,0.029,4.15,0.0081,0.151,1.0138,0.006,5.0164,0.552,0.683,0.707,0.1901,0.0092,0.0159,0.0227,0.082,0.0024,0.0013,2.425
274,2996769,82,1132,2010-01-12 08:00:18,2010-12-24 08:18:18,42,3.5 - 10 µm,25.71,0.0,0.0152,0.1922,1.5966,0.0027,0.0041,0.013,1.2014,0.0008,0.0001,0.413,0.037,0.104,51.18,0.0348,0.945,1.7555,14.6937,0.2017,0.1026,0.127,0.312,0.0616,0.0018,0.0165,0.2776,2.0612,0.325,0.065,0.003
275,12130432,0,866,2010-02-10 15:40:31,2010-02-10 16:40:31,42,0.05 - 0.14 µm,61.742,0.0204,0.021,0.1577,0.0004,0.36476,3.4666,0.2952,0.4302,0.0039,0.0015,1.663,0.006,0.176,6.33,56.4519,0.9386,3.0274,0.2541,14010.222,0.0637,0.879,5.501,0.0061,0.0778,0.0004,0.014,0.0054,0.8734,0.0008,0.44
276,13617555,114,862,2010-02-03 22:28:23,2010-11-22 18:17:56,42,0.42 - 1.2 µm,4.511,0.0019,0.0008,0.0067,0.4559,0.11588,7.7145,1.0335,0.5669,0.0549,0.0002,0.282,0.007,0.057,1334.03,411.5866,0.4943,0.2226,0.2906,6.1612,0.2456,0.031,1.522,0.0104,0.0015,0.015,0.0441,0.0064,94.8211,0.0013,0.051
277,1529258,18,921,2012-01-15 18:12:56,2012-01-15 19:12:56,42,0.42 - 1.2 µm,47.742,0.0,0.0053,0.0003,0.1626,1.58562,2.4279,0.2726,0.1271,0.0144,0.0002,0.261,0.008,0.481,5.2,81.3141,2.2653,0.4228,7.7288,22.0762,4.0015,0.062,0.117,0.0039,0.0016,0.0437,0.0043,0.0012,0.1954,0.0022,0.164
278,1725857,0,1492,2010-09-20 22:13:45,2011-12-13 04:29:57,42,0.14 - 0.42 µm,7.176,0.0,0.0018,0.0004,0.0109,1.13548,0.2786,1.1638,0.1975,0.0006,0.0002,0.153,0.014,1.008,126.43,140.2912,1.2195,0.0397,0.006,0.6649,0.4045,0.102,0.3,0.0122,0.201,0.0003,0.4129,0.0017,0.6805,0.0003,0.003
279,13122575,53,954,2011-12-22 02:49:31,2011-12-22 03:49:31,42,0.05 - 0.14 µm,29.454,0.2045,0.0036,0.0183,0.0566,0.03639,0.1844,0.1494,3.042,0.0,0.0,0.222,0.082,0.269,64.92,0.283,2.0338,9.0367,163.1659,296.5004,0.093,0.027,5.07,0.4213,0.0019,0.0003,0.1111,0.0026,5.1381,0.0021,0.003
280,5188330,45,1105,2010-01-18 04:57:31,2010-01-18 05:57:31,42,1.2 - 3.5 µm,4.079,0.0,0.0488,0.0019,0.0779,0.00481,0.003,0.0092,0.3862,0.002,0.0004,2.5,0.001,0.32,37.34,0.0227,0.034,1.324,0.0132,8.2968,0.0528,0.346,0.222,0.1393,0.0022,0.0109,0.0035,8.6974,0.0157,0.0231,0.003
281,16771338,116,1392,2011-01-26 02:51:22,2011-01-26 03:51:22,42,0.05 - 0.14 µm,30.866,0.1708,0.0147,0.071,0.0625,0.07251,0.3755,0.0569,1.0708,0.0211,0.0002,0.859,0.003,0.076,3082.93,1.1174,0.4992,5.1418,0.006,1.3534,0.0104,0.325,0.949,0.0492,0.0019,0.0782,0.8032,27.0763,0.0024,1.4359,0.376
282,12566702,7,1258,2010-12-30 10:04:41,2011-10-20 13:23:48,42,0.42 - 1.2 µm,7.185,0.0,0.0008,0.0003,0.0003,0.0027,0.133,0.1677,0.1632,0.0158,0.0022,0.023,0.235,0.076,6.04,2.1428,0.1309,1.6335,0.0305,706.999,0.0203,0.083,3.465,0.0396,0.0015,0.0238,0.2129,0.0013,13.6944,0.01,0.032
283,3767361,11,1496,2010-01-12 13:17:57,2010-01-24 01:33:46,42,1.2 - 3.5 µm,12.623,0.1949,0.0009,0.0048,0.3082,0.00694,0.3361,0.0414,2.0888,0.0003,0.0002,0.378,0.175,0.005,55.22,0.0006,0.1941,1.9637,282.025,0.8928,0.0112,0.258,7.126,0.0189,0.0027,0.0003,0.021,0.0019,0.0024,0.0027,0.003
284,12460120,321,1403,2011-11-24 23:30:09,2012-02-12 03:06:18,42,3.5 - 10 µm,2.116,0.0,0.0159,0.0691,0.0005,0.00643,0.16,0.0062,0.8687,0.0081,0.0001,0.211,0.107,0.266,1.5,0.059,1.9565,1.8307,0.2999,0.649,0.0873,0.024,2.171,0.046,0.0162,0.2488,8.0214,0.0075,0.0394,0.0009,0.003
285,13635256,22,1495,2010-01-14 02:30:21,2010-01-14 03:30:21,42,0.42 - 1.2 µm,5.424,1.2575,0.0003,0.0121,0.624,0.04409,0.0365,0.0267,0.1178,0.0043,0.0002,0.662,0.077,2.001,8.77,395.5887,1.3831,0.9526,0.1165,15.377,0.0894,0.082,0.878,0.0711,0.0015,0.0049,0.5061,0.0032,1.7432,0.0008,0.196
286,3870901,63,1455,2010-02-08 11:46:13,2010-02-08 12:46:13,42,3.5 - 10 µm,0.34,0.0,0.0303,0.0957,0.0463,0.01717,1.6699,1.2293,0.2164,0.0008,0.0001,0.641,0.023,0.417,524.82,0.0733,1.8503,0.6273,40.7812,6.6649,0.0283,0.078,0.382,0.0033,0.0015,0.221,0.0057,0.0234,94.8125,0.0191,0.003
287,8208977,2,889,2011-02-15 23:10:36,2011-02-16 00:10:36,42,1.2 - 3.5 µm,8.228,8.5102,0.0371,0.0004,0.1895,0.0989,5.6863,0.0155,3.4853,0.0176,0.0001,0.536,0.05,0.223,6.85,37.6542,24.7203,0.6335,13.433,0.4001,0.0546,0.102,0.731,0.0939,0.0015,0.0021,0.9989,0.5354,0.5471,0.0011,0.003
288,14045831,14,1014,2011-01-09 14:50:01,2011-12-22 14:36:35,42,1.2 - 3.5 µm,2.972,0.0002,0.0052,0.0003,0.0033,0.0027,0.3021,0.0442,0.3853,0.0002,0.0001,0.134,0.005,0.042,2.66,9.3924,1.9447,0.8917,0.006,60.3057,0.3432,0.042,0.266,0.0429,0.2031,0.01,0.0944,35.9169,0.0024,0.4341,0.009
289,7661547,3,1310,2010-01-14 04:30:01,2011-10-13 03:46:53,42,0.42 - 1.2 µm,61.758,0.0894,0.0475,0.361,0.0038,0.0308,0.0048,0.5549,0.402,0.0008,0.0133,0.985,0.003,0.165,43.78,0.102,0.0038,0.9682,0.0066,0.0854,0.0633,0.552,4.231,0.002,0.0034,0.3009,4.0624,0.0056,0.2386,0.0109,0.003
290,67372,622,1105,2010-02-04 22:56:42,2010-02-04 23:56:42,42,0.42 - 1.2 µm,36.345,0.0028,0.0001,0.0004,0.0209,0.65319,0.0214,1.3881,2.3348,0.0002,0.0001,0.807,0.012,0.122,12.64,0.8244,0.0323,0.8212,0.006,2.7904,0.0163,0.024,1.189,0.0316,0.0042,0.0018,0.0053,0.0054,0.6194,0.0018,0.003
291,16236467,78,1348,2012-01-05 15:45:47,2012-01-05 16:45:47,42,0.05 - 0.14 µm,0.476,0.0203,0.0032,0.039,0.0096,0.04918,3.2839,0.1999,1.0532,0.0001,0.0013,0.909,0.002,0.515,6.83,0.16,0.0018,7.0228,24.3227,0.1185,0.041,0.056,0.436,0.0176,0.0125,0.0032,0.07,0.0074,0.0551,0.0014,0.003
292,10926420,484,1063,2010-01-19 17:28:44,2010-01-19 18:28:44,42,0.05 - 0.14 µm,2.449,0.0003,0.0157,0.0003,0.0003,0.00284,5.3933,0.0398,0.5962,0.001,0.0019,1.997,0.007,0.691,33.45,0.674,0.106,0.243,2.8002,23.5285,0.8277,0.292,3.969,0.0065,0.0977,0.0759,0.0252,0.0037,0.0024,0.0018,0.003
293,1147402,181,1468,2010-01-12 19:11:28,2010-01-12 20:11:28,42,3.5 - 10 µm,13.955,0.0001,0.0015,0.3328,0.2422,0.0116,0.0817,0.0886,0.101,0.0004,0.0002,0.167,0.23,0.367,1.49,0.6165,0.0026,5.4186,0.0075,99.3146,0.01,0.16,3.433,0.0038,0.0016,0.0333,0.1545,2.6959,0.0024,0.0011,0.372
294,12545857,147,1301,2010-01-14 20:05:58,2010-01-14 21:05:58,42,0.14 - 0.42 µm,31.286,0.0901,0.0009,0.1614,0.4138,0.05204,0.2361,0.0215,0.9092,0.0026,0.0002,0.638,0.002,0.355,26.61,58.0228,0.0273,7.2994,0.2935,6.4716,1.2175,0.039,1.666,0.0027,0.0136,0.0004,0.0377,0.0065,332.922,0.0004,0.067
